state_id,primitive,context,hash_required,audit_required,rollback_point,ethical_check,description
PRIM_tmpfs_cache_read_CTX_seccomp,tmpfs_cache_read,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_read operation in seccomp context
PRIM_tmpfs_cache_read_CTX_ebpf,tmpfs_cache_read,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_read operation in ebpf context
PRIM_tmpfs_cache_read_CTX_tmpfs,tmpfs_cache_read,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_read operation in tmpfs context
PRIM_tmpfs_cache_read_CTX_cache,tmpfs_cache_read,cache,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_read operation in cache context
PRIM_tmpfs_cache_read_CTX_db,tmpfs_cache_read,db,CONDITIONAL,CONDITIONAL,NO,YES,tmpfs_cache_read operation in db context
PRIM_selinux_enforce_CTX_boot,selinux_enforce,boot,CONDITIONAL,CONDITIONAL,NO,YES,selinux_enforce operation in boot context
PRIM_selinux_enforce_CTX_runtime,selinux_enforce,runtime,CONDITIONAL,CONDITIONAL,NO,YES,selinux_enforce operation in runtime context
PRIM_selinux_enforce_CTX_install,selinux_enforce,install,CONDITIONAL,YES,NO,YES,selinux_enforce operation in install context
PRIM_selinux_enforce_CTX_update,selinux_enforce,update,CONDITIONAL,YES,NO,YES,selinux_enforce operation in update context
PRIM_selinux_enforce_CTX_debug,selinux_enforce,debug,CONDITIONAL,CONDITIONAL,NO,YES,selinux_enforce operation in debug context
PRIM_selinux_enforce_CTX_kernel,selinux_enforce,kernel,CONDITIONAL,CONDITIONAL,NO,YES,selinux_enforce operation in kernel context
PRIM_selinux_enforce_CTX_cpu,selinux_enforce,cpu,CONDITIONAL,CONDITIONAL,NO,YES,selinux_enforce operation in cpu context
PRIM_selinux_enforce_CTX_irq,selinux_enforce,irq,CONDITIONAL,CONDITIONAL,NO,YES,selinux_enforce operation in irq context
PRIM_selinux_enforce_CTX_network,selinux_enforce,network,CONDITIONAL,CONDITIONAL,NO,YES,selinux_enforce operation in network context
PRIM_selinux_enforce_CTX_logs,selinux_enforce,logs,CONDITIONAL,CONDITIONAL,NO,YES,selinux_enforce operation in logs context
PRIM_selinux_enforce_CTX_rollback,selinux_enforce,rollback,CONDITIONAL,YES,NO,YES,selinux_enforce operation in rollback context
PRIM_selinux_enforce_CTX_audit,selinux_enforce,audit,CONDITIONAL,YES,NO,YES,selinux_enforce operation in audit context
PRIM_selinux_enforce_CTX_selinux,selinux_enforce,selinux,CONDITIONAL,CONDITIONAL,NO,YES,selinux_enforce operation in selinux context
PRIM_selinux_enforce_CTX_seccomp,selinux_enforce,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,selinux_enforce operation in seccomp context
PRIM_selinux_enforce_CTX_ebpf,selinux_enforce,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,selinux_enforce operation in ebpf context
PRIM_selinux_enforce_CTX_tmpfs,selinux_enforce,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,selinux_enforce operation in tmpfs context
PRIM_selinux_enforce_CTX_cache,selinux_enforce,cache,CONDITIONAL,CONDITIONAL,NO,YES,selinux_enforce operation in cache context
PRIM_selinux_enforce_CTX_db,selinux_enforce,db,CONDITIONAL,CONDITIONAL,NO,YES,selinux_enforce operation in db context
PRIM_selinux_permissive_CTX_boot,selinux_permissive,boot,CONDITIONAL,CONDITIONAL,NO,YES,selinux_permissive operation in boot context
PRIM_selinux_permissive_CTX_runtime,selinux_permissive,runtime,CONDITIONAL,CONDITIONAL,NO,YES,selinux_permissive operation in runtime context
PRIM_selinux_permissive_CTX_install,selinux_permissive,install,CONDITIONAL,YES,NO,YES,selinux_permissive operation in install context
PRIM_selinux_permissive_CTX_update,selinux_permissive,update,CONDITIONAL,YES,NO,YES,selinux_permissive operation in update context
PRIM_selinux_permissive_CTX_debug,selinux_permissive,debug,CONDITIONAL,CONDITIONAL,NO,YES,selinux_permissive operation in debug context
PRIM_selinux_permissive_CTX_kernel,selinux_permissive,kernel,CONDITIONAL,CONDITIONAL,NO,YES,selinux_permissive operation in kernel context
PRIM_selinux_permissive_CTX_cpu,selinux_permissive,cpu,CONDITIONAL,CONDITIONAL,NO,YES,selinux_permissive operation in cpu context
PRIM_selinux_permissive_CTX_irq,selinux_permissive,irq,CONDITIONAL,CONDITIONAL,NO,YES,selinux_permissive operation in irq context
PRIM_selinux_permissive_CTX_network,selinux_permissive,network,CONDITIONAL,CONDITIONAL,NO,YES,selinux_permissive operation in network context
PRIM_selinux_permissive_CTX_logs,selinux_permissive,logs,CONDITIONAL,CONDITIONAL,NO,YES,selinux_permissive operation in logs context
PRIM_selinux_permissive_CTX_rollback,selinux_permissive,rollback,CONDITIONAL,YES,NO,YES,selinux_permissive operation in rollback context
PRIM_selinux_permissive_CTX_audit,selinux_permissive,audit,CONDITIONAL,YES,NO,YES,selinux_permissive operation in audit context
PRIM_selinux_permissive_CTX_selinux,selinux_permissive,selinux,CONDITIONAL,CONDITIONAL,NO,YES,selinux_permissive operation in selinux context
PRIM_selinux_permissive_CTX_seccomp,selinux_permissive,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,selinux_permissive operation in seccomp context
PRIM_selinux_permissive_CTX_ebpf,selinux_permissive,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,selinux_permissive operation in ebpf context
PRIM_selinux_permissive_CTX_tmpfs,selinux_permissive,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,selinux_permissive operation in tmpfs context
PRIM_selinux_permissive_CTX_cache,selinux_permissive,cache,CONDITIONAL,CONDITIONAL,NO,YES,selinux_permissive operation in cache context
PRIM_selinux_permissive_CTX_db,selinux_permissive,db,CONDITIONAL,CONDITIONAL,NO,YES,selinux_permissive operation in db context
PRIM_seccomp_enable_CTX_boot,seccomp_enable,boot,CONDITIONAL,CONDITIONAL,NO,YES,seccomp_enable operation in boot context
PRIM_seccomp_enable_CTX_runtime,seccomp_enable,runtime,CONDITIONAL,CONDITIONAL,NO,YES,seccomp_enable operation in runtime context
PRIM_seccomp_enable_CTX_install,seccomp_enable,install,CONDITIONAL,YES,NO,YES,seccomp_enable operation in install context
PRIM_seccomp_enable_CTX_update,seccomp_enable,update,CONDITIONAL,YES,NO,YES,seccomp_enable operation in update context
PRIM_seccomp_enable_CTX_debug,seccomp_enable,debug,CONDITIONAL,CONDITIONAL,NO,YES,seccomp_enable operation in debug context
PRIM_seccomp_enable_CTX_kernel,seccomp_enable,kernel,CONDITIONAL,CONDITIONAL,NO,YES,seccomp_enable operation in kernel context
PRIM_seccomp_enable_CTX_cpu,seccomp_enable,cpu,CONDITIONAL,CONDITIONAL,NO,YES,seccomp_enable operation in cpu context
PRIM_seccomp_enable_CTX_irq,seccomp_enable,irq,CONDITIONAL,CONDITIONAL,NO,YES,seccomp_enable operation in irq context
PRIM_seccomp_enable_CTX_network,seccomp_enable,network,CONDITIONAL,CONDITIONAL,NO,YES,seccomp_enable operation in network context
PRIM_seccomp_enable_CTX_logs,seccomp_enable,logs,CONDITIONAL,CONDITIONAL,NO,YES,seccomp_enable operation in logs context
PRIM_seccomp_enable_CTX_rollback,seccomp_enable,rollback,CONDITIONAL,YES,NO,YES,seccomp_enable operation in rollback context
PRIM_seccomp_enable_CTX_audit,seccomp_enable,audit,CONDITIONAL,YES,NO,YES,seccomp_enable operation in audit context
PRIM_seccomp_enable_CTX_selinux,seccomp_enable,selinux,CONDITIONAL,CONDITIONAL,NO,YES,seccomp_enable operation in selinux context
PRIM_seccomp_enable_CTX_seccomp,seccomp_enable,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,seccomp_enable operation in seccomp context
PRIM_seccomp_enable_CTX_ebpf,seccomp_enable,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,seccomp_enable operation in ebpf context
PRIM_seccomp_enable_CTX_tmpfs,seccomp_enable,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,seccomp_enable operation in tmpfs context
PRIM_seccomp_enable_CTX_cache,seccomp_enable,cache,CONDITIONAL,CONDITIONAL,NO,YES,seccomp_enable operation in cache context
PRIM_seccomp_enable_CTX_db,seccomp_enable,db,CONDITIONAL,CONDITIONAL,NO,YES,seccomp_enable operation in db context
PRIM_ebpf_attach_CTX_boot,ebpf_attach,boot,CONDITIONAL,CONDITIONAL,NO,YES,ebpf_attach operation in boot context
PRIM_ebpf_attach_CTX_runtime,ebpf_attach,runtime,CONDITIONAL,CONDITIONAL,NO,YES,ebpf_attach operation in runtime context
PRIM_ebpf_attach_CTX_install,ebpf_attach,install,CONDITIONAL,YES,NO,YES,ebpf_attach operation in install context
PRIM_ebpf_attach_CTX_update,ebpf_attach,update,CONDITIONAL,YES,NO,YES,ebpf_attach operation in update context
PRIM_ebpf_attach_CTX_debug,ebpf_attach,debug,CONDITIONAL,CONDITIONAL,NO,YES,ebpf_attach operation in debug context
PRIM_ebpf_attach_CTX_kernel,ebpf_attach,kernel,CONDITIONAL,CONDITIONAL,NO,YES,ebpf_attach operation in kernel context
PRIM_ebpf_attach_CTX_cpu,ebpf_attach,cpu,CONDITIONAL,CONDITIONAL,NO,YES,ebpf_attach operation in cpu context
PRIM_ebpf_attach_CTX_irq,ebpf_attach,irq,CONDITIONAL,CONDITIONAL,NO,YES,ebpf_attach operation in irq context
PRIM_ebpf_attach_CTX_network,ebpf_attach,network,CONDITIONAL,CONDITIONAL,NO,YES,ebpf_attach operation in network context
PRIM_ebpf_attach_CTX_logs,ebpf_attach,logs,CONDITIONAL,CONDITIONAL,NO,YES,ebpf_attach operation in logs context
PRIM_ebpf_attach_CTX_rollback,ebpf_attach,rollback,CONDITIONAL,YES,NO,YES,ebpf_attach operation in rollback context
PRIM_ebpf_attach_CTX_audit,ebpf_attach,audit,CONDITIONAL,YES,NO,YES,ebpf_attach operation in audit context
PRIM_ebpf_attach_CTX_selinux,ebpf_attach,selinux,CONDITIONAL,CONDITIONAL,NO,YES,ebpf_attach operation in selinux context
PRIM_ebpf_attach_CTX_seccomp,ebpf_attach,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,ebpf_attach operation in seccomp context
PRIM_ebpf_attach_CTX_ebpf,ebpf_attach,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,ebpf_attach operation in ebpf context
PRIM_ebpf_attach_CTX_tmpfs,ebpf_attach,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,ebpf_attach operation in tmpfs context
PRIM_ebpf_attach_CTX_cache,ebpf_attach,cache,CONDITIONAL,CONDITIONAL,NO,YES,ebpf_attach operation in cache context
PRIM_ebpf_attach_CTX_db,ebpf_attach,db,CONDITIONAL,CONDITIONAL,NO,YES,ebpf_attach operation in db context
PRIM_hash_compute_CTX_boot,hash_compute,boot,YES,CONDITIONAL,NO,YES,hash_compute operation in boot context
PRIM_hash_compute_CTX_runtime,hash_compute,runtime,YES,CONDITIONAL,NO,YES,hash_compute operation in runtime context
PRIM_hash_compute_CTX_install,hash_compute,install,YES,YES,NO,YES,hash_compute operation in install context
PRIM_hash_compute_CTX_update,hash_compute,update,YES,YES,NO,YES,hash_compute operation in update context
PRIM_hash_compute_CTX_debug,hash_compute,debug,YES,CONDITIONAL,NO,YES,hash_compute operation in debug context
PRIM_hash_compute_CTX_kernel,hash_compute,kernel,YES,CONDITIONAL,NO,YES,hash_compute operation in kernel context
PRIM_hash_compute_CTX_cpu,hash_compute,cpu,YES,CONDITIONAL,NO,YES,hash_compute operation in cpu context
PRIM_hash_compute_CTX_irq,hash_compute,irq,YES,CONDITIONAL,NO,YES,hash_compute operation in irq context
PRIM_hash_compute_CTX_network,hash_compute,network,YES,CONDITIONAL,NO,YES,hash_compute operation in network context
PRIM_hash_compute_CTX_logs,hash_compute,logs,YES,CONDITIONAL,NO,YES,hash_compute operation in logs context
PRIM_hash_compute_CTX_rollback,hash_compute,rollback,YES,YES,NO,YES,hash_compute operation in rollback context
PRIM_hash_compute_CTX_audit,hash_compute,audit,YES,YES,NO,YES,hash_compute operation in audit context
PRIM_hash_compute_CTX_selinux,hash_compute,selinux,YES,CONDITIONAL,NO,YES,hash_compute operation in selinux context
PRIM_hash_compute_CTX_seccomp,hash_compute,seccomp,YES,CONDITIONAL,NO,YES,hash_compute operation in seccomp context
PRIM_hash_compute_CTX_ebpf,hash_compute,ebpf,YES,CONDITIONAL,NO,YES,hash_compute operation in ebpf context
PRIM_hash_compute_CTX_tmpfs,hash_compute,tmpfs,YES,CONDITIONAL,NO,YES,hash_compute operation in tmpfs context
PRIM_hash_compute_CTX_cache,hash_compute,cache,YES,CONDITIONAL,NO,YES,hash_compute operation in cache context
PRIM_hash_compute_CTX_db,hash_compute,db,YES,CONDITIONAL,NO,YES,hash_compute operation in db context
PRIM_signature_verify_CTX_boot,signature_verify,boot,CONDITIONAL,CONDITIONAL,NO,YES,signature_verify operation in boot context
PRIM_signature_verify_CTX_runtime,signature_verify,runtime,CONDITIONAL,CONDITIONAL,NO,YES,signature_verify operation in runtime context
PRIM_signature_verify_CTX_install,signature_verify,install,CONDITIONAL,YES,NO,YES,signature_verify operation in install context
PRIM_signature_verify_CTX_update,signature_verify,update,CONDITIONAL,YES,NO,YES,signature_verify operation in update context
PRIM_signature_verify_CTX_debug,signature_verify,debug,CONDITIONAL,CONDITIONAL,NO,YES,signature_verify operation in debug context
PRIM_signature_verify_CTX_kernel,signature_verify,kernel,CONDITIONAL,CONDITIONAL,NO,YES,signature_verify operation in kernel context
PRIM_signature_verify_CTX_cpu,signature_verify,cpu,CONDITIONAL,CONDITIONAL,NO,YES,signature_verify operation in cpu context
PRIM_signature_verify_CTX_irq,signature_verify,irq,CONDITIONAL,CONDITIONAL,NO,YES,signature_verify operation in irq context
PRIM_signature_verify_CTX_network,signature_verify,network,CONDITIONAL,CONDITIONAL,NO,YES,signature_verify operation in network context
PRIM_signature_verify_CTX_logs,signature_verify,logs,CONDITIONAL,CONDITIONAL,NO,YES,signature_verify operation in logs context
PRIM_signature_verify_CTX_rollback,signature_verify,rollback,CONDITIONAL,YES,NO,YES,signature_verify operation in rollback context
PRIM_signature_verify_CTX_audit,signature_verify,audit,CONDITIONAL,YES,NO,YES,signature_verify operation in audit context
PRIM_signature_verify_CTX_selinux,signature_verify,selinux,CONDITIONAL,CONDITIONAL,NO,YES,signature_verify operation in selinux context
PRIM_signature_verify_CTX_seccomp,signature_verify,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,signature_verify operation in seccomp context
PRIM_signature_verify_CTX_ebpf,signature_verify,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,signature_verify operation in ebpf context
PRIM_signature_verify_CTX_tmpfs,signature_verify,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,signature_verify operation in tmpfs context
PRIM_signature_verify_CTX_cache,signature_verify,cache,CONDITIONAL,CONDITIONAL,NO,YES,signature_verify operation in cache context
PRIM_signature_verify_CTX_db,signature_verify,db,CONDITIONAL,CONDITIONAL,NO,YES,signature_verify operation in db context
PRIM_keystore_access_CTX_boot,keystore_access,boot,CONDITIONAL,CONDITIONAL,NO,YES,keystore_access operation in boot context
PRIM_keystore_access_CTX_runtime,keystore_access,runtime,CONDITIONAL,CONDITIONAL,NO,YES,keystore_access operation in runtime context
PRIM_keystore_access_CTX_install,keystore_access,install,CONDITIONAL,YES,NO,YES,keystore_access operation in install context
PRIM_keystore_access_CTX_update,keystore_access,update,CONDITIONAL,YES,NO,YES,keystore_access operation in update context
PRIM_keystore_access_CTX_debug,keystore_access,debug,CONDITIONAL,CONDITIONAL,NO,YES,keystore_access operation in debug context
PRIM_keystore_access_CTX_kernel,keystore_access,kernel,CONDITIONAL,CONDITIONAL,NO,YES,keystore_access operation in kernel context
PRIM_keystore_access_CTX_cpu,keystore_access,cpu,CONDITIONAL,CONDITIONAL,NO,YES,keystore_access operation in cpu context
PRIM_keystore_access_CTX_irq,keystore_access,irq,CONDITIONAL,CONDITIONAL,NO,YES,keystore_access operation in irq context
PRIM_keystore_access_CTX_network,keystore_access,network,CONDITIONAL,CONDITIONAL,NO,YES,keystore_access operation in network context
PRIM_keystore_access_CTX_logs,keystore_access,logs,CONDITIONAL,CONDITIONAL,NO,YES,keystore_access operation in logs context
PRIM_keystore_access_CTX_rollback,keystore_access,rollback,CONDITIONAL,YES,NO,YES,keystore_access operation in rollback context
PRIM_keystore_access_CTX_audit,keystore_access,audit,CONDITIONAL,YES,NO,YES,keystore_access operation in audit context
PRIM_keystore_access_CTX_selinux,keystore_access,selinux,CONDITIONAL,CONDITIONAL,NO,YES,keystore_access operation in selinux context
PRIM_keystore_access_CTX_seccomp,keystore_access,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,keystore_access operation in seccomp context
PRIM_keystore_access_CTX_ebpf,keystore_access,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,keystore_access operation in ebpf context
PRIM_keystore_access_CTX_tmpfs,keystore_access,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,keystore_access operation in tmpfs context
PRIM_keystore_access_CTX_cache,keystore_access,cache,CONDITIONAL,CONDITIONAL,NO,YES,keystore_access operation in cache context
PRIM_keystore_access_CTX_db,keystore_access,db,CONDITIONAL,CONDITIONAL,NO,YES,keystore_access operation in db context
PRIM_hmac_compute_CTX_boot,hmac_compute,boot,CONDITIONAL,CONDITIONAL,NO,YES,hmac_compute operation in boot context
PRIM_hmac_compute_CTX_runtime,hmac_compute,runtime,CONDITIONAL,CONDITIONAL,NO,YES,hmac_compute operation in runtime context
PRIM_hmac_compute_CTX_install,hmac_compute,install,CONDITIONAL,YES,NO,YES,hmac_compute operation in install context
PRIM_hmac_compute_CTX_update,hmac_compute,update,CONDITIONAL,YES,NO,YES,hmac_compute operation in update context
PRIM_hmac_compute_CTX_debug,hmac_compute,debug,CONDITIONAL,CONDITIONAL,NO,YES,hmac_compute operation in debug context
PRIM_hmac_compute_CTX_kernel,hmac_compute,kernel,CONDITIONAL,CONDITIONAL,NO,YES,hmac_compute operation in kernel context
PRIM_hmac_compute_CTX_cpu,hmac_compute,cpu,CONDITIONAL,CONDITIONAL,NO,YES,hmac_compute operation in cpu context
PRIM_hmac_compute_CTX_irq,hmac_compute,irq,CONDITIONAL,CONDITIONAL,NO,YES,hmac_compute operation in irq context
PRIM_hmac_compute_CTX_network,hmac_compute,network,CONDITIONAL,CONDITIONAL,NO,YES,hmac_compute operation in network context
PRIM_hmac_compute_CTX_logs,hmac_compute,logs,CONDITIONAL,CONDITIONAL,NO,YES,hmac_compute operation in logs context
PRIM_hmac_compute_CTX_rollback,hmac_compute,rollback,CONDITIONAL,YES,NO,YES,hmac_compute operation in rollback context
PRIM_hmac_compute_CTX_audit,hmac_compute,audit,CONDITIONAL,YES,NO,YES,hmac_compute operation in audit context
PRIM_hmac_compute_CTX_selinux,hmac_compute,selinux,CONDITIONAL,CONDITIONAL,NO,YES,hmac_compute operation in selinux context
PRIM_hmac_compute_CTX_seccomp,hmac_compute,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,hmac_compute operation in seccomp context
PRIM_hmac_compute_CTX_ebpf,hmac_compute,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,hmac_compute operation in ebpf context
PRIM_hmac_compute_CTX_tmpfs,hmac_compute,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,hmac_compute operation in tmpfs context
PRIM_hmac_compute_CTX_cache,hmac_compute,cache,CONDITIONAL,CONDITIONAL,NO,YES,hmac_compute operation in cache context
PRIM_hmac_compute_CTX_db,hmac_compute,db,CONDITIONAL,CONDITIONAL,NO,YES,hmac_compute operation in db context
PRIM_audit_log_CTX_boot,audit_log,boot,CONDITIONAL,CONDITIONAL,NO,YES,audit_log operation in boot context
PRIM_audit_log_CTX_runtime,audit_log,runtime,CONDITIONAL,CONDITIONAL,NO,YES,audit_log operation in runtime context
PRIM_audit_log_CTX_install,audit_log,install,CONDITIONAL,YES,NO,YES,audit_log operation in install context
PRIM_audit_log_CTX_update,audit_log,update,CONDITIONAL,YES,NO,YES,audit_log operation in update context
PRIM_audit_log_CTX_debug,audit_log,debug,CONDITIONAL,CONDITIONAL,NO,YES,audit_log operation in debug context
PRIM_audit_log_CTX_kernel,audit_log,kernel,CONDITIONAL,CONDITIONAL,NO,YES,audit_log operation in kernel context
PRIM_audit_log_CTX_cpu,audit_log,cpu,CONDITIONAL,CONDITIONAL,NO,YES,audit_log operation in cpu context
PRIM_audit_log_CTX_irq,audit_log,irq,CONDITIONAL,CONDITIONAL,NO,YES,audit_log operation in irq context
PRIM_audit_log_CTX_network,audit_log,network,CONDITIONAL,CONDITIONAL,NO,YES,audit_log operation in network context
PRIM_audit_log_CTX_logs,audit_log,logs,CONDITIONAL,CONDITIONAL,NO,YES,audit_log operation in logs context
PRIM_audit_log_CTX_rollback,audit_log,rollback,CONDITIONAL,YES,NO,YES,audit_log operation in rollback context
PRIM_audit_log_CTX_audit,audit_log,audit,CONDITIONAL,YES,NO,YES,audit_log operation in audit context
PRIM_audit_log_CTX_selinux,audit_log,selinux,CONDITIONAL,CONDITIONAL,NO,YES,audit_log operation in selinux context
PRIM_audit_log_CTX_seccomp,audit_log,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,audit_log operation in seccomp context
PRIM_audit_log_CTX_ebpf,audit_log,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,audit_log operation in ebpf context
PRIM_audit_log_CTX_tmpfs,audit_log,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,audit_log operation in tmpfs context
PRIM_audit_log_CTX_cache,audit_log,cache,CONDITIONAL,CONDITIONAL,NO,YES,audit_log operation in cache context
PRIM_audit_log_CTX_db,audit_log,db,CONDITIONAL,CONDITIONAL,NO,YES,audit_log operation in db context
PRIM_rollback_trigger_CTX_boot,rollback_trigger,boot,CONDITIONAL,CONDITIONAL,NO,YES,rollback_trigger operation in boot context
PRIM_rollback_trigger_CTX_runtime,rollback_trigger,runtime,CONDITIONAL,CONDITIONAL,NO,YES,rollback_trigger operation in runtime context
PRIM_rollback_trigger_CTX_install,rollback_trigger,install,CONDITIONAL,YES,NO,YES,rollback_trigger operation in install context
PRIM_rollback_trigger_CTX_update,rollback_trigger,update,CONDITIONAL,YES,NO,YES,rollback_trigger operation in update context
PRIM_rollback_trigger_CTX_debug,rollback_trigger,debug,CONDITIONAL,CONDITIONAL,NO,YES,rollback_trigger operation in debug context
PRIM_rollback_trigger_CTX_kernel,rollback_trigger,kernel,CONDITIONAL,CONDITIONAL,NO,YES,rollback_trigger operation in kernel context
PRIM_rollback_trigger_CTX_cpu,rollback_trigger,cpu,CONDITIONAL,CONDITIONAL,NO,YES,rollback_trigger operation in cpu context
PRIM_rollback_trigger_CTX_irq,rollback_trigger,irq,CONDITIONAL,CONDITIONAL,NO,YES,rollback_trigger operation in irq context
PRIM_rollback_trigger_CTX_network,rollback_trigger,network,CONDITIONAL,CONDITIONAL,NO,YES,rollback_trigger operation in network context
PRIM_rollback_trigger_CTX_logs,rollback_trigger,logs,CONDITIONAL,CONDITIONAL,NO,YES,rollback_trigger operation in logs context
PRIM_rollback_trigger_CTX_rollback,rollback_trigger,rollback,CONDITIONAL,YES,NO,YES,rollback_trigger operation in rollback context
PRIM_rollback_trigger_CTX_audit,rollback_trigger,audit,CONDITIONAL,YES,NO,YES,rollback_trigger operation in audit context
PRIM_rollback_trigger_CTX_selinux,rollback_trigger,selinux,CONDITIONAL,CONDITIONAL,NO,YES,rollback_trigger operation in selinux context
PRIM_rollback_trigger_CTX_seccomp,rollback_trigger,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,rollback_trigger operation in seccomp context
PRIM_rollback_trigger_CTX_ebpf,rollback_trigger,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,rollback_trigger operation in ebpf context
PRIM_rollback_trigger_CTX_tmpfs,rollback_trigger,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,rollback_trigger operation in tmpfs context
PRIM_rollback_trigger_CTX_cache,rollback_trigger,cache,CONDITIONAL,CONDITIONAL,NO,YES,rollback_trigger operation in cache context
PRIM_rollback_trigger_CTX_db,rollback_trigger,db,CONDITIONAL,CONDITIONAL,NO,YES,rollback_trigger operation in db context
PRIM_network_check_CTX_boot,network_check,boot,CONDITIONAL,CONDITIONAL,NO,YES,network_check operation in boot context
PRIM_network_check_CTX_runtime,network_check,runtime,CONDITIONAL,CONDITIONAL,NO,YES,network_check operation in runtime context
PRIM_network_check_CTX_install,network_check,install,CONDITIONAL,YES,NO,YES,network_check operation in install context
PRIM_network_check_CTX_update,network_check,update,CONDITIONAL,YES,NO,YES,network_check operation in update context
PRIM_network_check_CTX_debug,network_check,debug,CONDITIONAL,CONDITIONAL,NO,YES,network_check operation in debug context
PRIM_network_check_CTX_kernel,network_check,kernel,CONDITIONAL,CONDITIONAL,NO,YES,network_check operation in kernel context
PRIM_network_check_CTX_cpu,network_check,cpu,CONDITIONAL,CONDITIONAL,NO,YES,network_check operation in cpu context
PRIM_network_check_CTX_irq,network_check,irq,CONDITIONAL,CONDITIONAL,NO,YES,network_check operation in irq context
PRIM_network_check_CTX_network,network_check,network,CONDITIONAL,CONDITIONAL,NO,YES,network_check operation in network context
PRIM_network_check_CTX_logs,network_check,logs,CONDITIONAL,CONDITIONAL,NO,YES,network_check operation in logs context
PRIM_network_check_CTX_rollback,network_check,rollback,CONDITIONAL,YES,NO,YES,network_check operation in rollback context
PRIM_network_check_CTX_audit,network_check,audit,CONDITIONAL,YES,NO,YES,network_check operation in audit context
PRIM_network_check_CTX_selinux,network_check,selinux,CONDITIONAL,CONDITIONAL,NO,YES,network_check operation in selinux context
PRIM_network_check_CTX_seccomp,network_check,seccomp,CONDITIONAL,CONDITIONAL,NO,YES,network_check operation in seccomp context
PRIM_network_check_CTX_ebpf,network_check,ebpf,CONDITIONAL,CONDITIONAL,NO,YES,network_check operation in ebpf context
PRIM_network_check_CTX_tmpfs,network_check,tmpfs,CONDITIONAL,CONDITIONAL,NO,YES,network_check operation in tmpfs context
PRIM_network_check_CTX_cache,network_check,cache,CONDITIONAL,CONDITIONAL,NO,YES,network_check operation in cache context
PRIM_network_check_CTX_db,network_check,db,CONDITIONAL,CONDITIONAL,NO,YES,network_check operation in db context
PRIM_download_module_CTX_boot,download_module,boot,CONDITIONAL,CONDITIONAL,NO,YES,download_module operation in boot context
PRIM_download_module_CTX_runtime,download_module,runtime,CONDITIONAL,CONDITIONAL,NO,YES,download_module operation in runtime context
PRIM_download_module_CTX_install,download_module,install,CONDITIONAL,YES,NO,YES,download_module operation in install context
PRIM_download_module_CTX_update,download_module,update,CONDITIONAL,YES,NO,YES,download_module operation in update context
PRIM_download_module_CTX_debug,download_module,debug,CONDITIONAL,CONDITIONAL,NO,YES,download_module operation in debug context
PRIM_download_module_CTX_kernel,download_module,kernel,CONDITIONAL,CONDITIONAL,NO,YES,download_module operation in kernel context
PRIM_download_module_CTX_cpu,download_module,cpu,CONDITIONAL,CONDITIONAL,NO,YES,download_module operation in cpu context
PRIM_download_module_CTX_irq,download_module,irq,CONDITIONAL,CONDITIONAL,NO,YES,download_module operation in irq context
PRIM_download_module_CTX_network,download_module,network,CONDITIONAL,CONDITIONAL,NO,YES,download_module operation in network context
PRIM_download_module_CTX_logs,download_module,logs,CONDITIONAL,CONDITIONAL,NO,YES,download_module operation in logs context
PRIM_download_module_CTX_rollback,download_module,rollback,CONDITIONAL,YES,NO,YES,download_module operation in rollback context
PRIM_download_module_CTX_audit,download_module,audit,CONDITIONAL,YES,NO,YES,download_module operation in audit context
PRIM_download_module_CTX_selinux,download_module,selinux,CONDITIONAL,CONDITIONAL,NO,YES,download_module operation in selinux context
